raw_character_text,word_count,sentence count,syllable count,Flesch readability,Flesch-Kincaid grade
2nd U.N. Member,17,3,20,101.5539216,0.502352941
Young Executive,17,1,26,60.19176471,9.087058824
Croquet Player #2,17,4,22,93.03889706,1.338088235
Grandfather,17,2,21,93.70161765,2.301470588
Battery,17,3,29,56.76568627,6.749411765
Bearded Hillbilly,17,3,18,111.5068627,-0.885882353
Slavedriver Willie,17,4,21,98.01536765,0.643970588
Trey Anastasio,17,4,26,73.13301471,4.114558824
Cowboy Ketchup,17,5,25,78.97223529,3.088941176
Grizabella,17,1,23,75.12117647,7.004705882
Casting Lady,17,3,22,91.60098039,1.890588235
Skinny Kid,17,3,20,101.5539216,0.502352941
Young Selma,17,5,24,83.94870588,2.394823529
Guillermo,17,3,23,86.6245098,2.584705882
LAMAZE INSTRUCTOR,17,2,29,53.88985294,7.854411765
Brittany,17,5,23,88.92517647,1.700705882
Sonya,17,1,22,80.09764706,6.310588235
Eli Manning,17,2,21,93.70161765,2.301470588
Goat Woman,17,9,26,75.52954248,3.19372549
Sinister Male Voice,17,4,29,58.20360294,6.196911765
Pig Wiggum,17,3,21,96.57745098,1.196470588
Young Husband,17,1,24,70.14470588,7.698823529
Tow Driver Prisoner #3,17,1,19,95.02705882,4.228235294
Sour Kid #2,17,2,19,103.6545588,0.913235294
Steve Buscemi,17,3,26,71.69509804,4.667058824
Squiduardo,17,2,25,73.79573529,5.077941176
Exhibitor #3,17,4,28,63.18007353,5.502794118
E-Mail,17,3,21,96.57745098,1.196470588
Super-muscular Soldier,17,3,20,101.5539216,0.502352941
Ticket Agent,17,3,24,81.64803922,3.278823529
Homeur,17,3,24,81.64803922,3.278823529
Chris Kirkpatrick,17,3,25,76.67156863,3.972941176
IRISH KRUSTY,17,1,20,90.05058824,4.922352941
Unidentified Estevez,17,2,19,103.6545588,0.913235294
Foreign Announcer,17,6,22,94.47681373,0.785588235
Male Office Worker,17,2,21,93.70161765,2.301470588
Dinner Theater Owner,17,2,19,103.6545588,0.913235294
Ross,17,3,21,96.57745098,1.196470588
TEENAGE BOY CAMPER,17,2,22,88.72514706,2.995588235
Sugar Dealer,17,4,20,102.9918382,-0.050147059
Flynn,17,2,22,88.72514706,2.995588235
THOUGHT BUBBLE BERNICE,17,3,22,91.60098039,1.890588235
Company Spokesman,17,1,25,65.16823529,8.392941176
THOUGHT-BUBBLE FLANDERS,17,2,21,93.70161765,2.301470588
ANGELICA,17,3,22,91.60098039,1.890588235
LUANNE,17,3,21,96.57745098,1.196470588
Irish Maitre D',17,2,22,88.72514706,2.995588235
Little Kid,17,3,24,81.64803922,3.278823529
Majority Leader,17,2,21,93.70161765,2.301470588
Blockhead,17,4,20,102.9918382,-0.050147059
SCARY MAN,17,7,17,119.77,-2.842857143
KATHIE LEE,17,3,25,76.67156863,3.972941176
Bailiff's Brother,17,2,23,83.74867647,3.689705882
FEMALE MTV V.J.,17,1,27,55.21529412,9.781176471
Patient,17,5,20,103.8545882,-0.381647059
Eartha Kitt,17,2,20,98.67808824,1.607352941
Man With Crazy Beard,17,2,24,78.77220588,4.383823529
Chef Rodrigo,17,3,22,91.60098039,1.890588235
SMITHERS' THOUGHTS,17,3,25,76.67156863,3.972941176
Neighborhood Guy,17,4,20,102.9918382,-0.050147059
SIX-YEAR-OLD HOMER,17,6,20,104.4297549,-0.602647059
Public Radio Announcer,17,3,26,71.69509804,4.667058824
Video Game Voice,17,6,25,79.54740196,2.867941176
Rain Man,16,4,24,75.875,3.67
Cia Agent #2,16,5,22,87.262,1.883
John Adams,16,4,24,75.875,3.67
Policewoman,16,2,17,108.8275,0.0675
Police Dispatcher,16,3,30,42.79666667,8.615
City Slicker,16,4,22,86.45,2.195
Plant Employee #2,16,1,18,95.42,3.925
Kenny Scharf,16,3,20,95.67166667,1.24
Loan Officer,16,2,21,87.6775,3.0175
Apu's Father,16,2,21,87.6775,3.0175
Phone Recording,16,2,23,77.1025,4.4925
Toucan,16,1,17,100.7075,3.1875
Lost And Found Guy,16,2,22,82.39,3.755
Chinese Pilot,16,2,22,82.39,3.755
Attractive Widow,16,3,22,85.09666667,2.715
Little Marge,16,5,21,92.5495,1.1455
Farmer's Wife,16,2,17,108.8275,0.0675
Tv Daughter,16,2,21,87.6775,3.0175
Engineer #1,16,3,21,90.38416667,1.9775
Titania,16,3,16,116.8216667,-1.71
Tsa Security Officer,16,2,23,77.1025,4.4925
Lionel Hutz's Head,16,4,19,102.3125,-0.0175
Page,16,2,26,61.24,6.705
Chris Martin,16,6,20,98.37833333,0.2
Postal Clerk,16,4,21,91.7375,1.4575
Christian Homer,16,3,23,79.80916667,3.4525
Evil Homer,16,4,20,97.025,0.72
7-YEAR OLD BURNS,16,6,20,98.37833333,0.2
Engineer #3,16,2,23,77.1025,4.4925
KEARNEY JR.,16,3,20,95.67166667,1.24
Arties,16,1,25,58.4075,9.0875
Pregnant Woman,16,3,20,95.67166667,1.24
Panic Room,16,5,23,81.9745,2.6205
2nd Tourist,16,2,21,87.6775,3.0175
Elliott Gould,16,2,21,87.6775,3.0175
Pauline Pfeiffer,16,3,23,79.80916667,3.4525
Disclaimer,16,3,25,69.23416667,4.9275
Store Worker,16,4,24,75.875,3.67
Mr. Kinkaid,16,3,21,90.38416667,1.9775
Gendarme Wiggum,16,4,23,81.1625,2.9325
Woody,16,3,26,63.94666667,5.665
Ryan O'Neal,16,1,19,90.1325,4.6625
Werewolf Bart,16,2,17,108.8275,0.0675
Heiress,16,2,22,82.39,3.755
Devil Moe,16,2,18,103.54,0.805
Adult Audience,16,5,18,108.412,-1.067
Different Announcer,16,1,26,53.12,9.825
German Engineer,16,2,26,61.24,6.705
Royal Physician,16,1,22,74.27,6.875
Alan,16,5,19,103.1245,-0.3295
Indian Worker #2,16,3,22,85.09666667,2.715
Ingenue,16,2,19,98.2525,1.5425
SCHERAZADE,16,1,20,84.845,5.4
Spectator #2,16,2,22,82.39,3.755
Ghostly Voice,16,2,22,82.39,3.755
Male Coworker,16,1,24,63.695,8.35
Gilbert O. Sullivan,16,1,24,63.695,8.35
Male Bargoer,16,2,22,82.39,3.755
Taffy Shop Clerk,16,1,18,95.42,3.925
Space Ship Captain,16,4,20,97.025,0.72
Yeeeessss Man,16,2,18,103.54,0.805
First Cool Guy,16,2,22,82.39,3.755
Robot #3,16,2,19,98.2525,1.5425
Yoga Instructor,16,2,16,114.115,-0.67
WISEGUYS,16,4,18,107.6,-0.755
Francine Rhenquist,16,6,19,103.6658333,-0.5375
Woman On Tape,16,8,16,120.205,-3.01
Old Comedy Writer,16,1,17,100.7075,3.1875
Nana,16,6,25,71.94083333,3.8875
Mutant Skinner,16,1,27,47.8325,10.5625
Homer's Canyon Echo,16,8,17,114.9175,-2.2725
St. Lucian,16,1,19,90.1325,4.6625
All Railroad Bulls,16,0,18,#NAME?,inf
Bird Wrangler,16,2,18,103.54,0.805
Gang,16,8,20,99.055,-0.06
Hip Saleswoman,16,2,18,103.54,0.805
William Shatner,16,8,26,67.33,4.365
David McCullough,16,1,18,95.42,3.925
Wild-eyed Man,16,4,18,107.6,-0.755
Dean Martin,16,4,21,91.7375,1.4575
Record,16,1,18,95.42,3.925
Wild Beast #1,16,2,19,98.2525,1.5425
Student Choir,16,1,21,79.5575,6.1375
Screener,16,3,20,95.67166667,1.24
Man Shopper,16,3,23,79.80916667,3.4525
Chavez,16,2,19,98.2525,1.5425
Charlie Callas,16,1,20,84.845,5.4
Frida,16,3,16,116.8216667,-1.71
DJ Muggs,16,2,17,108.8275,0.0675
DISTINGUISHED-LOOKING MAN,16,1,22,74.27,6.875
Housekeeper #2,16,2,18,103.54,0.805
French President,16,3,21,90.38416667,1.9775
DINOSAUR TRAINER,16,2,21,87.6775,3.0175
SHADOWY CREATURE,16,4,20,97.025,0.72
Hufnpuffalus,16,3,19,100.9591667,0.5025
Crypt Keeper Willie,16,5,22,87.262,1.883
First Wife #1,16,1,19,90.1325,4.6625
Golf Announcer,16,2,18,103.54,0.805
Guests,16,8,22,88.48,1.415
Bobcat Goldthwaite,16,2,21,87.6775,3.0175
Young Louie,16,3,18,106.2466667,-0.235
AL BUNDY,16,3,23,79.80916667,3.4525
Teddy Roosevelt,16,2,20,92.965,2.28
Siri,16,4,27,60.0125,5.8825
Adults,16,7,19,104.0525,-0.686071429
Female Sergeant,16,2,29,45.3775,8.9175
Creepy English Girl #1,16,2,19,98.2525,1.5425
Teenage Employee,16,2,20,92.965,2.28
Goodman Skinner,16,4,22,86.45,2.195
Female Newscaster,16,0,18,#NAME?,inf
Villain,16,2,26,61.24,6.705
Animal Catcher #1,16,1,19,90.1325,4.6625
Female Ghost,16,2,21,87.6775,3.0175
Monitor #2,16,2,18,103.54,0.805
Skinner's Face,16,2,20,92.965,2.28
Skinner's Thoughts,16,2,24,71.815,5.23
Snappy,16,2,19,98.2525,1.5425
Cartoon Doctor,16,4,18,107.6,-0.755
College Students,16,6,19,103.6658333,-0.5375
Beautiful French Scientist,16,3,23,79.80916667,3.4525
Another Man,16,5,22,87.262,1.883
Owl Lisa,16,3,20,95.67166667,1.24
Slithers,16,4,21,91.7375,1.4575
Female Worker,16,2,22,82.39,3.755
Stanley Kowalski Milhouse,16,2,24,71.815,5.23
Soulful Prune,16,3,20,95.67166667,1.24
Don Pardo,16,3,22,85.09666667,2.715
Teamster,16,3,20,95.67166667,1.24
Taxi Dragon,16,4,20,97.025,0.72
Tape Recorder,16,8,18,109.63,-1.535
Moving Man,16,4,16,118.175,-2.23
Caretaker,16,4,18,107.6,-0.755
Old Jewish Woman,16,1,20,84.845,5.4
Singing Waiters,16,3,21,90.38416667,1.9775
Single Man,16,3,19,100.9591667,0.5025
HIPSTER WOMAN,16,4,20,97.025,0.72
Production Assistant,15,2,16,108.9825,-0.078333333
HOT STUFF,15,3,19,94.6,1.306666667
Mr. Bozwell,15,2,22,75.1425,4.641666667
DR. ZOIDBERG,15,3,20,88.96,2.093333333
Seamus,15,4,17,107.14875,-0.754166667
Aunt Kathy,15,3,20,88.96,2.093333333
Searchy,15,4,24,67.66875,4.7525
Sheila,15,2,21,80.7825,3.855
Astronaut,15,3,20,88.96,2.093333333
HOMERA,15,3,16,111.52,-1.053333333
DOWAGER GRANDMUM,15,3,21,83.32,2.88
Zohar,15,4,18,101.50875,0.0325
Assorted Agents,15,7,15,120.06,-2.954285714
Enemy Captain,15,4,21,84.58875,2.3925
Hippie Hulk,15,2,17,103.3425,0.708333333
Gregory,15,1,17,95.73,3.633333333
Cow #1,15,2,28,41.3025,9.361666667
Admiral #1,15,1,26,44.97,10.71333333
Treat Williams,15,3,20,88.96,2.093333333
Mr. Blackwell,15,3,18,100.24,0.52
Short Man,15,2,15,114.6225,-0.865
Guest #2,15,2,19,92.0625,2.281666667
Australian Boy,15,4,20,90.22875,1.605833333
Postal Worker,15,6,19,97.1375,0.331666667
Enormous Robot,15,3,25,60.76,6.026666667
Princess,15,2,18,97.7025,1.495
Truman,15,1,26,44.97,10.71333333
George,15,2,18,97.7025,1.495
Tough Kid,15,4,18,101.50875,0.0325
Speaker Box,15,1,27,39.33,11.5
Giant Grasshopper,15,4,17,107.14875,-0.754166667
Aide #1,15,3,25,60.76,6.026666667
Pippi Longstocking,15,1,20,78.81,5.993333333
Kidzone Rep,15,3,25,60.76,6.026666667
Effeminate Bachelor,15,3,18,100.24,0.52
Monk #2,15,4,15,118.42875,-2.3275
Handsome Man,15,3,20,88.96,2.093333333
Canadian Skipper,15,3,19,94.6,1.306666667
Soldier #3,15,2,19,92.0625,2.281666667
Larry Holmes,15,5,16,113.55,-1.833333333
1st Leader,15,1,21,73.17,6.78
Space Ship Ensign,15,2,18,97.7025,1.495
Young Lovejoy,15,4,16,112.78875,-1.540833333
2-Year-Old Bart,15,1,15,107.01,2.06
Tram Guide,15,1,21,73.17,6.78
Caricaturist,15,3,21,83.32,2.88
Silver-haired Man,15,5,18,102.27,-0.26
Bored Voice,15,6,17,108.4175,-1.241666667
GRAVELLY MALE SINGER,15,1,19,84.45,5.206666667
Talking Frog,15,1,21,73.17,6.78
Johnny Unitas,15,2,22,75.1425,4.641666667
Jon Fishman,15,3,19,94.6,1.306666667
Teammates,15,10,27,53.0325,6.235
Anguished Man,15,2,16,108.9825,-0.078333333
Robert Frost,15,1,16,101.37,2.846666667
Angry Man,15,7,22,80.58,2.552380952
8-Year-Old Eleanor,15,1,21,73.17,6.78
PRIDESTERS,15,5,16,113.55,-1.833333333
2nd Brassy Housewife,15,3,20,88.96,2.093333333
Float Singers,15,2,16,108.9825,-0.078333333
Paper Boy,15,6,21,85.8575,1.905
Nobel Academy President,15,4,20,90.22875,1.605833333
Walter Mondale,15,2,18,97.7025,1.495
Parole Board Member #1,15,2,16,108.9825,-0.078333333
Applicants,15,1,16,101.37,2.846666667
Doorman,15,4,15,118.42875,-2.3275
Boy On Screen,15,3,21,83.32,2.88
Teenage Smithers,15,2,17,103.3425,0.708333333
Jimmy the Snitch,15,2,17,103.3425,0.708333333
Jinglers,15,1,18,90.09,4.42
Vietnamese Manicurist,15,2,20,86.4225,3.068333333
Overlord,15,1,19,84.45,5.206666667
Other Women,15,3,18,100.24,0.52
PENNYCANDY,15,2,23,69.5025,5.428333333
Jeff Bezos,15,3,19,94.6,1.306666667
Commanding Officer,15,1,19,84.45,5.206666667
COCKTAIL WAITRESSES,15,5,21,85.35,2.1
Comic,15,3,18,100.24,0.52
Ten Imaginary Burnses,15,12,15,120.96625,-3.3025
Teenage Bellboy,15,6,22,80.2175,2.691666667
2nd Leg-up Kid,15,1,16,101.37,2.846666667
John Lassiter,15,3,21,83.32,2.88
Nick #2,15,2,16,108.9825,-0.078333333
Shelbyville Father,15,2,17,103.3425,0.708333333
Navitron Auto-drive,15,3,21,83.32,2.88
David Letterman,15,2,21,80.7825,3.855
Pumpkin Man,15,3,19,94.6,1.306666667
Timmy,15,4,19,95.86875,0.819166667
24-Year-Old Eleanor,15,1,23,61.89,8.353333333
Strongman,15,3,16,111.52,-1.053333333
Boy Onlooker,15,3,22,77.68,3.666666667
SELF-DRIVING CAR,15,3,18,100.24,0.52
Conscience,15,3,19,94.6,1.306666667
SCRUFFY,15,2,19,92.0625,2.281666667
Man At Table,15,2,17,103.3425,0.708333333
Fruit Vendor,15,4,20,90.22875,1.605833333
Chief O'Hara,15,3,23,72.04,4.453333333
Nascar-type Announcer,15,2,22,75.1425,4.641666667
Man On Street #2,15,2,20,86.4225,3.068333333
Ugly Man,15,3,17,105.88,-0.266666667
Psychologist,15,3,19,94.6,1.306666667
NATIVE AMERICAN REPORTER,15,2,22,75.1425,4.641666667
Dennis Rodman Pacifier,15,3,27,49.48,7.6
Rudy,15,3,15,117.16,-1.84
Exercise Babe,15,3,19,94.6,1.306666667
Ice Mocha,15,2,17,103.3425,0.708333333
RAPUNZEL,15,6,16,114.0575,-2.028333333
American Astronaut,15,3,19,94.6,1.306666667
Moe Recording,14,2,14,115.13,-1.06
Eddie Money,14,0,18,#NAME?,inf
Coin Basket,14,3,21,75.19833333,3.93
Contessa,14,1,21,65.725,7.57
Video Arcade Man,14,3,18,93.32690476,1.401428571
Climber #2,14,2,15,109.0871429,-0.217142857
Leslie Mann,14,1,22,59.68214286,8.412857143
Bird Skinner,14,3,20,81.24119048,3.087142857
2nd Waiter Quartet,14,1,17,89.89642857,4.198571429
MAN WITH JEWELER'S LOUPE,14,1,18,83.85357143,5.041428571
Voice From Diorama,14,1,17,89.89642857,4.198571429
One-armed Man,14,1,16,95.93928571,3.355714286
Comic Book Guy's Face,14,2,18,90.95857143,2.311428571
Bart's Head,14,3,19,87.28404762,2.244285714
Otis,14,1,17,89.89642857,4.198571429
Clubhouse Attendant,14,3,19,87.28404762,2.244285714
Miner Father,14,1,16,95.93928571,3.355714286
Death Metal Lead Singer,14,0,22,#NAME?,inf
Colonel Ketchup,14,2,17,97.00142857,1.468571429
Vulture,14,2,19,84.91571429,3.154285714
Memory Duffman,14,3,17,99.3697619,0.558571429
Dudley Herschbach,14,3,23,63.11261905,5.615714286
Waffle,14,3,17,99.3697619,0.558571429
Nice Father,14,3,15,111.4554762,-1.127142857
1st Class Stewardess,14,3,15,111.4554762,-1.127142857
Mr. Scott,14,3,17,99.3697619,0.558571429
2nd Nurse,14,2,17,97.00142857,1.468571429
Peter Sagal,14,1,19,77.81071429,5.884285714
Bart Snail,14,3,18,93.32690476,1.401428571
Wallis,14,4,15,112.6396429,-1.582142857
Panicky Man,14,3,21,75.19833333,3.93
Mexican Announcer,14,2,18,90.95857143,2.311428571
2nd Board Member,14,1,14,108.025,1.67
Mr. Seckofsky,14,3,16,105.412619,-0.284285714
Distinguished Elderly Voice,14,2,20,78.87285714,3.997142857
Curb Re-painter,14,3,17,99.3697619,0.558571429
Mulk,14,2,21,72.83,4.84
Crew,14,0,22,#NAME?,inf
Cucumber Moses,14,2,20,78.87285714,3.997142857
Cucumber,14,3,19,87.28404762,2.244285714
Bret Michaels,14,1,19,77.81071429,5.884285714
Panelist #1,14,3,18,93.32690476,1.401428571
Docent,14,2,16,103.0442857,0.625714286
VOICE ON TRANSMITTER,14,2,20,78.87285714,3.997142857
Nerdy Girl,14,2,18,90.95857143,2.311428571
VON WÖRTZENURGER,14,4,18,94.51107143,0.946428571
Van Driver,14,2,19,84.91571429,3.154285714
WISE ELDERLY ALIEN,14,2,17,97.00142857,1.468571429
Ben Cartwright,14,2,15,109.0871429,-0.217142857
Pa,14,4,19,88.46821429,1.789285714
Duff Announcer,14,2,15,109.0871429,-0.217142857
Wade Boggs,14,4,18,94.51107143,0.946428571
Kennedy,14,1,20,71.76785714,6.727142857
ALIEN ATTORNEY,14,3,17,99.3697619,0.558571429
Prosecuting Attorney,14,1,25,41.55357143,10.94142857
Bully Girls,14,6,18,95.6952381,0.491428571
Female Audience Member,14,2,18,90.95857143,2.311428571
Second Indian,14,3,18,93.32690476,1.401428571
Girl Star,14,2,17,97.00142857,1.468571429
Chancellor Smithers,14,2,22,66.78714286,5.682857143
Producer #2,14,2,24,54.70142857,7.368571429
Female Castaway,14,2,20,78.87285714,3.997142857
Jerri,14,1,16,95.93928571,3.355714286
50-ish Lisa,14,1,22,59.68214286,8.412857143
Angelique,14,1,19,77.81071429,5.884285714
Church Women,14,3,17,99.3697619,0.558571429
Student,14,5,18,95.22157143,0.673428571
40-ish Grampa,14,5,15,113.3501429,-1.855142857
SHIRLEY TEMPLE-TYPE GIRL,14,2,18,90.95857143,2.311428571
Ghost Julio,14,2,19,84.91571429,3.154285714
Starla,14,2,16,103.0442857,0.625714286
GAYLORD Q. TINKLEDINK,14,3,16,105.412619,-0.284285714
Smithers's Brain,14,3,21,75.19833333,3.93
Kim Gordon,14,2,24,54.70142857,7.368571429
Goon,14,5,17,101.2644286,-0.169428571
Glamorous Godfrey,14,2,17,97.00142857,1.468571429
Herald Mel,14,3,24,57.0697619,6.458571429
Fop #1,14,2,17,97.00142857,1.468571429
Texan Announcer,14,1,17,89.89642857,4.198571429
Judy Carne,14,1,16,95.93928571,3.355714286
Ice Cream Lady,14,2,17,97.00142857,1.468571429
Radio Preacher,14,1,19,77.81071429,5.884285714
Fans,14,12,15,115.0079762,-2.492142857
John Wayne,14,3,17,99.3697619,0.558571429
Chihuahua,14,4,21,76.3825,3.475
Chief Security Officer,14,2,19,84.91571429,3.154285714
St. Donickus,14,1,19,77.81071429,5.884285714
Sound-alikes,14,4,27,40.12535714,8.532142857
Simpson Woman #3,14,1,25,41.55357143,10.94142857
Air Marshal,14,4,18,94.51107143,0.946428571
800-Pound Homer,14,2,17,97.00142857,1.468571429
Glasses,14,4,19,88.46821429,1.789285714
Guido Guy,14,2,16,103.0442857,0.625714286
Carpenter,14,2,16,103.0442857,0.625714286
Student With Glasses,14,2,19,84.91571429,3.154285714
Artist,14,4,19,88.46821429,1.789285714
Titi,14,1,18,83.85357143,5.041428571
Al Roker,14,3,16,105.412619,-0.284285714
Flea,14,2,15,109.0871429,-0.217142857
Russian Astronaut,14,3,16,105.412619,-0.284285714
JAZZ MUSICIAN #2/MARBLES,14,1,17,89.89642857,4.198571429
Knightboat's Partner,14,2,18,90.95857143,2.311428571
Enemy Soldier #2,14,2,16,103.0442857,0.625714286
Teen-aged Hooligan,14,4,17,100.5539286,0.103571429
Portuguese Boy,14,1,17,89.89642857,4.198571429
Steven Wright,14,2,22,66.78714286,5.682857143
Cartoon Squid,14,1,19,77.81071429,5.884285714
Alexander Graham Bell Hologram,14,2,24,54.70142857,7.368571429
Candy Ball,14,3,18,93.32690476,1.401428571
Richard Dean Anderson's Thoughts,14,2,20,78.87285714,3.997142857
Rick James,14,6,17,101.7380952,-0.351428571
Robot Mother,14,2,15,109.0871429,-0.217142857
Bruce Baum,14,2,21,72.83,4.84
Helicopter Pilot,14,3,24,57.0697619,6.458571429
First Officer,14,4,17,100.5539286,0.103571429
Brittany Brockman,14,3,25,51.02690476,7.301428571
Camel,14,4,20,82.42535714,2.632142857
Robot Cowboy #1,14,3,16,105.412619,-0.284285714
Jane Seymour,14,3,15,111.4554762,-1.127142857
Abbey,14,3,17,99.3697619,0.558571429
George H. W. Bush,14,3,28,32.89833333,9.83
Attractive Woman #1,14,2,16,103.0442857,0.625714286
Greenpeace Hippie #1,14,1,22,59.68214286,8.412857143
Angry Female Teacher,14,2,17,97.00142857,1.468571429
AIRLINE REP.,14,2,22,66.78714286,5.682857143
Financial Planner,14,2,18,90.95857143,2.311428571
Crew Chief,13,1,14,102.5323077,2.187692308
Fat Brando,13,1,13,109.04,1.28
Silkie,13,4,13,118.93625,-2.5225
First Gen-x Kid,13,3,18,85.29820513,2.438461538
Co-pilot,13,3,20,72.28282051,4.253846154
Swat Team Leader,13,1,21,56.97846154,8.541538462
Local Announcer,13,1,23,43.96307692,10.35692308
Tailor,13,2,16,96.11442308,1.468076923
Obama Kids,13,4,16,99.41317308,0.200576923
BLAZING GUY HIPSTER,13,2,20,70.08365385,5.098846154
Young Comic Book Guy,13,1,14,102.5323077,2.187692308
Moviegoer,13,2,15,102.6221154,0.560384615
Scarlett,13,5,13,119.596,-2.776
News Vendor,13,2,17,89.60673077,2.375769231
Andy Dick,13,1,18,76.50153846,5.818461538
Hippie Girl #1,13,2,14,109.1298077,-0.347307692
John Kerry,13,1,17,83.00923077,4.910769231
Care Bear,13,2,16,96.11442308,1.468076923
School Kids,13,7,19,81.30384615,2.38043956
Lorne Michaels,13,3,17,91.80589744,1.530769231
MUTANT CHARLIE,13,2,19,76.59134615,4.191153846
WHINY TWENTYSOMETHING GUY,13,2,14,109.1298077,-0.347307692
Jimmy Stewart Character,13,4,15,105.9208654,-0.707115385
Chinese Willy,13,2,17,89.60673077,2.375769231
Corporate Type,13,3,17,91.80589744,1.530769231
Foreperson,13,3,17,91.80589744,1.530769231
New York Cab Driver,13,2,17,89.60673077,2.375769231
Commercial Guy,13,2,17,89.60673077,2.375769231
Alabama Boy,13,3,19,78.79051282,3.346153846
MR. GAMMILL,13,4,17,92.90548077,1.108269231
Russian Man #1,13,4,14,112.4285577,-1.614807692
Villager,13,3,14,111.3289744,-1.192307692
Henry Kissinger,13,2,13,115.6375,-1.255
Yakov Smirnov,13,2,22,57.06826923,6.914230769
Female Exec,13,2,20,70.08365385,5.098846154
Anoop,13,5,17,93.56523077,0.854769231
Female Gate Announcer,13,1,24,37.45538462,11.26461538
Female Ibs Sufferer,13,2,19,76.59134615,4.191153846
Oogle Worker,13,3,16,98.31358974,0.623076923
Waiter #2,13,2,16,96.11442308,1.468076923
Spectator #3,13,1,17,83.00923077,4.910769231
Blind Climber,13,2,13,115.6375,-1.255
Irish Clown Father,13,3,18,85.29820513,2.438461538
COMBO FRONTMAN,13,3,18,85.29820513,2.438461538
Chinese Delegate,13,5,16,100.0729231,-0.052923077
Barrister,13,2,16,96.11442308,1.468076923
Male Assistant,13,2,16,96.11442308,1.468076923
TV-STATION ANNOUNCER,13,2,20,70.08365385,5.098846154
First Witch,13,2,18,83.09903846,3.283461538
Female Technician,13,1,20,63.48615385,7.633846154
Rebecca,13,1,17,83.00923077,4.910769231
CUPCAKE MAN,13,3,13,117.8366667,-2.1
Sweet Old Lady,13,2,14,109.1298077,-0.347307692
Sec Agent #2,13,2,24,44.05288462,8.729615385
Mr. Sulu,13,2,16,96.11442308,1.468076923
Spider Moe,13,3,18,85.29820513,2.438461538
HUCK/TOM,13,2,16,96.11442308,1.468076923
Woman Applicant,13,3,17,91.80589744,1.530769231
Jewish Man,13,2,16,96.11442308,1.468076923
Show Announcer,13,2,16,96.11442308,1.468076923
Football Announcer #2,13,2,25,37.54519231,9.637307692
M.P.,13,3,21,65.77512821,5.161538462
Woman Bystander,13,2,13,115.6375,-1.255
Male Fan #1,13,2,14,109.1298077,-0.347307692
MAN IN DEVIL SUIT,13,3,18,85.29820513,2.438461538
Selma's Brain,13,2,16,96.11442308,1.468076923
CONSULTANT,13,2,15,102.6221154,0.560384615
German Krusty,13,4,15,105.9208654,-0.707115385
ORIGINAL GHOST BART,13,2,16,96.11442308,1.468076923
Second Customer,13,2,16,96.11442308,1.468076923
Female Dmv Suit,13,3,16,98.31358974,0.623076923
Wedding Guests,13,2,18,83.09903846,3.283461538
SPOILED LITTLE BOY,13,2,16,96.11442308,1.468076923
Leading Lady,13,1,19,69.99384615,6.726153846
Espn-style Anchorman #2,13,1,18,76.50153846,5.818461538
Estelle,13,1,15,96.02461538,3.095384615
Zombie Flanders,13,2,15,102.6221154,0.560384615
Defendant,13,3,14,111.3289744,-1.192307692
Etch,13,1,14,102.5323077,2.187692308
Moms,13,2,15,102.6221154,0.560384615
Pete Sampras,13,4,16,99.41317308,0.200576923
Stagehand #2,13,1,22,50.47076923,9.449230769
Persian Trader,13,2,18,83.09903846,3.283461538
Holiday Special Announcer,13,2,19,76.59134615,4.191153846
Egg Bearers,13,2,15,102.6221154,0.560384615
Man In White Coat,13,4,14,112.4285577,-1.614807692
Smitty,13,4,17,92.90548077,1.108269231
Lesbian,13,1,18,76.50153846,5.818461538
2nd Retired Lineman Masseur,13,2,22,57.06826923,6.914230769
Kid Announcer,13,1,20,63.48615385,7.633846154
Producer #4,13,2,18,83.09903846,3.283461538
Evil Scientist,13,2,18,83.09903846,3.283461538
Younger Mobster,13,3,14,111.3289744,-1.192307692
Liberal Man,13,1,15,96.02461538,3.095384615
Elderly Nancy Drew,13,1,15,96.02461538,3.095384615
Prescott Butterfat III,13,2,20,70.08365385,5.098846154
Paul Lynde,13,2,15,102.6221154,0.560384615
STANLEY KUBRICK,13,2,17,89.60673077,2.375769231
Grampa's Recorded Voice,13,3,26,33.23666667,9.7
Plant Employee #1,13,1,21,56.97846154,8.541538462
Emperor Joseph II,13,3,24,46.25205128,7.884615385
Troll,13,2,18,83.09903846,3.283461538
32-Year-Old Wiggum,13,2,15,102.6221154,0.560384615
Troy Aikman,13,3,17,91.80589744,1.530769231
1-Year-Old Bart,13,5,19,80.54984615,2.670153846
Police Chief,13,2,18,83.09903846,3.283461538
Marge Actress,13,1,17,83.00923077,4.910769231
Trainee,13,4,18,86.39778846,2.015961538
Moe's Inner Child,13,3,15,104.8212821,-0.284615385
Truckosaurus,13,2,15,102.6221154,0.560384615
Pious Riot,13,1,15,96.02461538,3.095384615
English Soldier #1,13,2,18,83.09903846,3.283461538
Pilot #2,13,2,14,109.1298077,-0.347307692
Fry Cook,13,4,18,86.39778846,2.015961538
Krusty Announcer,13,1,21,56.97846154,8.541538462
Last Signer,13,3,17,91.80589744,1.530769231
Marge's Mind,13,2,17,89.60673077,2.375769231
Turkish Crewman,13,1,15,96.02461538,3.095384615
Tow Driver Prisoner #2,13,1,21,56.97846154,8.541538462
Paul Newman,13,1,17,83.00923077,4.910769231
Rabbi #1,13,3,19,78.79051282,3.346153846
